fromId,toId,distanceMeters,speedKph,undirected
1,2,39.3,5,1
1,3,321.6,5,1
1,5,299.9,5,1
1,10,218.1,5,1
1,11,258.8,5,1
1,17,389.4,5,1
1,29,467.0,5,1
1,30,22.3,5,1
1,43,493.0,5,1
1,48,320.9,5,1
1,62,123.5,5,1
1,65,27.8,5,1
1,66,136.8,5,1
1,89,466.5,5,1
2,3,359.9,5,1
2,5,299.0,5,1
2,10,224.9,5,1
2,11,270.8,5,1
2,17,427.9,5,1
2,30,61.0,5,1
2,48,346.6,5,1
2,62,142.9,5,1
2,65,66.5,5,1
2,66,171.0,5,1
3,4,413.1,5,1
3,5,404.4,5,1
3,10,324.9,5,1
3,11,305.6,5,1
3,17,68.2,5,1
3,24,282.7,5,1
3,29,147.6,5,1
3,30,299.4,5,1
3,43,199.7,5,1
3,44,223.7,5,1
3,45,264.6,5,1
3,48,208.4,5,1
3,62,268.8,5,1
3,63,449.5,5,1
3,64,324.5,5,1
3,65,293.9,5,1
3,66,198.4,5,1
3,83,434.3,5,1
3,89,145.6,5,1
3,90,496.2,5,1
4,17,359.1,5,1
4,24,312.9,5,1
4,29,314.0,5,1
4,43,220.8,5,1
4,44,210.7,5,1
4,45,172.4,5,1
4,48,433.9,5,1
4,53,464.5,5,1
4,63,312.3,5,1
4,64,246.7,5,1
4,67,332.5,5,1
4,69,271.4,5,1
4,73,251.4,5,1
4,83,327.1,5,1
4,89,304.7,5,1
4,90,120.6,5,1
5,10,93.1,5,1
5,11,99.2,5,1
5,17,458.6,5,1
5,18,315.2,5,1
5,30,296.0,5,1
5,34,473.0,5,1
5,35,495.4,5,1
5,36,482.5,5,1
5,43,462.7,5,1
5,44,454.1,5,1
5,45,482.9,5,1
5,46,418.0,5,1
5,47,322.7,5,1
5,48,229.6,5,1
5,57,496.3,5,1
5,61,426.0,5,1
5,62,197.8,5,1
5,63,447.6,5,1
5,64,415.5,5,1
5,65,296.0,5,1
5,66,263.1,5,1
5,81,436.1,5,1
5,83,419.1,5,1
6,7,76.8,5,1
6,13,98.2,5,1
6,15,111.0,5,1
6,20,122.1,5,1
6,22,101.4,5,1
6,47,373.7,5,1
6,49,452.5,5,1
6,50,164.1,5,1
6,51,115.1,5,1
6,52,103.7,5,1
6,58,401.0,5,1
6,81,481.2,5,1
6,82,153.9,5,1
6,91,72.3,5,1
7,13,113.4,5,1
7,14,450.0,5,1
7,15,97.2,5,1
7,20,108.9,5,1
7,22,87.1,5,1
7,40,488.2,5,1
7,41,488.5,5,1
7,47,306.1,5,1
7,49,384.1,5,1
7,50,151.8,5,1
7,51,126.9,5,1
7,52,149.3,5,1
7,58,337.3,5,1
7,79,438.3,5,1
7,81,404.4,5,1
7,82,165.5,5,1
7,91,9.9,5,1
8,25,389.0,5,1
9,14,426.1,5,1
9,20,497.4,5,1
9,28,407.3,5,1
9,40,316.0,5,1
9,41,325.7,5,1
9,49,328.6,5,1
9,50,459.0,5,1
9,58,306.2,5,1
9,79,321.9,5,1
9,82,489.7,5,1
10,11,54.3,5,1
10,17,384.2,5,1
10,18,373.4,5,1
10,29,461.0,5,1
10,30,210.7,5,1
10,43,413.9,5,1
10,44,411.4,5,1
10,45,445.4,5,1
10,47,413.4,5,1
10,48,183.0,5,1
10,62,106.2,5,1
10,63,459.2,5,1
10,64,400.7,5,1
10,65,209.9,5,1
10,66,170.2,5,1
10,83,431.6,5,1
10,89,454.5,5,1
11,17,359.4,5,1
11,18,330.1,5,1
11,29,433.1,5,1
11,30,248.1,5,1
11,34,492.0,5,1
11,36,497.6,5,1
11,43,371.7,5,1
11,44,366.4,5,1
11,45,398.6,5,1
11,46,471.3,5,1
11,47,418.2,5,1
11,48,137.6,5,1
11,61,468.1,5,1
11,62,137.7,5,1
11,63,405.0,5,1
11,64,348.0,5,1
11,65,246.3,5,1
11,66,183.3,5,1
11,83,377.5,5,1
11,89,425.4,5,1
12,14,269.0,5,1
12,18,324.3,5,1
12,23,174.7,5,1
12,27,187.4,5,1
12,28,282.0,5,1
12,31,370.6,5,1
12,32,346.9,5,1
12,33,168.0,5,1
12,34,167.1,5,1
12,35,142.6,5,1
12,36,169.9,5,1
12,37,146.9,5,1
12,38,272.4,5,1
12,39,267.9,5,1
12,40,290.0,5,1
12,41,282.8,5,1
12,46,240.3,5,1
12,49,370.3,5,1
12,53,321.5,5,1
12,54,339.7,5,1
12,55,399.5,5,1
12,56,199.3,5,1
12,57,194.4,5,1
12,58,438.6,5,1
12,61,205.4,5,1
12,63,434.5,5,1
12,68,487.2,5,1
12,70,285.8,5,1
12,71,423.5,5,1
12,78,258.4,5,1
12,79,324.1,5,1
12,80,493.3,5,1
12,81,326.7,5,1
12,83,434.1,5,1
12,84,197.1,5,1
12,86,190.8,5,1
12,87,208.6,5,1
12,92,309.2,5,1
12,93,77.3,5,1
13,14,494.1,5,1
13,15,39.7,5,1
13,20,42.2,5,1
13,22,40.4,5,1
13,47,410.5,5,1
13,49,404.5,5,1
13,50,71.6,5,1
13,51,16.9,5,1
13,52,54.3,5,1
13,58,344.6,5,1
13,79,458.3,5,1
13,81,471.7,5,1
13,82,56.7,5,1
13,91,118.3,5,1
14,15,454.6,5,1
14,18,354.9,5,1
14,20,452.9,5,1
14,22,456.4,5,1
14,23,357.6,5,1
14,27,434.9,5,1
14,28,386.4,5,1
14,33,363.8,5,1
14,34,297.3,5,1
14,35,289.1,5,1
14,36,316.9,5,1
14,37,308.7,5,1
14,40,119.0,5,1
14,41,110.4,5,1
14,46,156.2,5,1
14,47,327.6,5,1
14,49,122.7,5,1
14,50,448.7,5,1
14,51,491.4,5,1
14,56,465.1,5,1
14,57,363.5,5,1
14,58,188.3,5,1
14,61,197.7,5,1
14,78,498.5,5,1
14,79,104.9,5,1
14,81,111.9,5,1
14,82,498.2,5,1
14,84,465.7,5,1
14,86,457.3,5,1
14,87,477.6,5,1
14,91,457.1,5,1
14,93,340.5,5,1
15,20,12.1,5,1
15,22,10.7,5,1
15,40,468.6,5,1
15,41,470.8,5,1
15,47,379.4,5,1
15,49,366.4,5,1
15,50,56.4,5,1
15,51,41.5,5,1
15,52,93.9,5,1
15,58,307.7,5,1
15,79,420.4,5,1
15,81,432.5,5,1
15,82,72.1,5,1
15,91,104.7,5,1
17,24,217.3,5,1
17,29,79.9,5,1
17,30,367.2,5,1
17,43,160.2,5,1
17,44,189.7,5,1
17,45,226.8,5,1
17,48,246.1,5,1
17,62,335.2,5,1
17,63,439.1,5,1
17,64,309.5,5,1
17,65,361.7,5,1
17,66,266.2,5,1
17,83,427.8,5,1
17,89,77.4,5,1
17,90,451.3,5,1
18,23,200.7,5,1
18,27,318.3,5,1
18,33,217.4,5,1
18,34,161.9,5,1
18,35,185.9,5,1
18,36,168.7,5,1
18,37,190.3,5,1
18,40,460.7,5,1
18,41,451.0,5,1
18,43,457.3,5,1
18,44,430.0,5,1
18,45,431.9,5,1
18,46,198.8,5,1
18,47,376.7,5,1
18,48,331.6,5,1
18,49,472.3,5,1
18,53,374.9,5,1
18,56,391.1,5,1
18,57,181.7,5,1
18,61,165.9,5,1
18,62,467.4,5,1
18,63,241.0,5,1
18,64,310.8,5,1
18,66,499.5,5,1
18,78,334.8,5,1
18,79,459.3,5,1
18,81,296.5,5,1
18,83,219.9,5,1
18,84,438.0,5,1
18,86,390.2,5,1
18,87,434.7,5,1
18,90,498.6,5,1
18,92,467.9,5,1
18,93,380.8,5,1
19,42,64.0,5,1
19,72,239.0,5,1
20,22,22.9,5,1
20,40,463.9,5,1
20,41,466.3,5,1
20,47,386.8,5,1
20,49,362.2,5,1
20,50,44.3,5,1
20,51,39.0,5,1
20,52,95.7,5,1
20,58,302.5,5,1
20,79,416.0,5,1
20,81,433.8,5,1
20,82,63.7,5,1
20,91,116.6,5,1
22,40,472.9,5,1
22,41,475.0,5,1
22,47,373.2,5,1
22,49,370.3,5,1
22,50,67.1,5,1
22,51,46.2,5,1
22,52,93.6,5,1
22,58,312.7,5,1
22,79,424.5,5,1
22,81,431.6,5,1
22,82,80.3,5,1
22,91,94.4,5,1
23,27,120.5,5,1
23,28,453.3,5,1
23,31,455.1,5,1
23,32,426.3,5,1
23,33,16.8,5,1
23,34,68.7,5,1
23,35,68.8,5,1
23,36,48.1,5,1
23,37,49.0,5,1
23,38,380.9,5,1
23,39,375.3,5,1
23,40,423.4,5,1
23,41,414.4,5,1
23,46,244.8,5,1
23,48,496.5,5,1
23,49,477.9,5,1
23,53,214.0,5,1
23,54,413.2,5,1
23,55,351.9,5,1
23,56,190.8,5,1
23,57,22.4,5,1
23,61,187.7,5,1
23,63,259.8,5,1
23,64,383.2,5,1
23,68,413.5,5,1
23,69,444.3,5,1
23,70,334.9,5,1
23,71,447.0,5,1
23,78,157.1,5,1
23,79,443.8,5,1
23,80,467.4,5,1
23,81,361.8,5,1
23,83,259.8,5,1
23,84,238.0,5,1
23,86,189.6,5,1
23,87,234.1,5,1
23,90,473.3,5,1
23,92,276.3,5,1
23,93,202.7,5,1
24,29,139.2,5,1
24,43,253.6,5,1
24,44,282.6,5,1
24,45,292.2,5,1
24,48,447.2,5,1
24,64,414.6,5,1
24,66,479.9,5,1
24,67,374.6,5,1
24,89,146.4,5,1
24,90,432.5,5,1
26,88,2.4,5,1
27,28,421.9,5,1
27,31,350.1,5,1
27,32,320.5,5,1
27,33,104.2,5,1
27,34,182.6,5,1
27,35,171.7,5,1
27,36,164.7,5,1
27,37,153.8,5,1
27,38,292.1,5,1
27,39,286.4,5,1
27,40,475.0,5,1
27,41,467.2,5,1
27,46,349.4,5,1
27,53,134.2,5,1
27,54,305.7,5,1
27,55,238.5,5,1
27,56,75.6,5,1
27,57,136.9,5,1
27,61,294.8,5,1
27,63,309.5,5,1
27,64,439.8,5,1
27,68,312.3,5,1
27,69,397.8,5,1
27,70,223.3,5,1
27,71,327.3,5,1
27,78,71.6,5,1
27,80,350.2,5,1
27,81,461.4,5,1
27,83,320.0,5,1
27,84,133.9,5,1
27,86,77.6,5,1
27,87,124.0,5,1
27,90,465.6,5,1
27,92,157.4,5,1
27,93,164.6,5,1
28,31,325.5,5,1
28,32,323.1,5,1
28,33,443.8,5,1
28,34,448.0,5,1
28,35,423.7,5,1
28,36,451.9,5,1
28,37,428.9,5,1
28,38,236.5,5,1
28,39,238.1,5,1
28,40,306.7,5,1
28,41,308.1,5,1
28,46,462.0,5,1
28,49,409.4,5,1
28,54,330.8,5,1
28,56,384.2,5,1
28,57,474.3,5,1
28,58,457.6,5,1
28,59,442.9,5,1
28,60,386.1,5,1
28,61,452.8,5,1
28,70,347.8,5,1
28,71,463.8,5,1
28,75,483.1,5,1
28,76,372.3,5,1
28,77,288.6,5,1
28,78,488.1,5,1
28,79,356.4,5,1
28,81,492.1,5,1
28,84,333.2,5,1
28,85,494.8,5,1
28,86,374.9,5,1
28,87,353.3,5,1
28,92,463.0,5,1
28,93,260.0,5,1
29,30,444.9,5,1
29,43,156.9,5,1
29,44,189.9,5,1
29,45,216.6,5,1
29,48,311.4,5,1
29,62,415.0,5,1
29,63,452.9,5,1
29,64,323.2,5,1
29,65,439.4,5,1
29,66,345.9,5,1
29,67,482.6,5,1
29,83,446.4,5,1
29,89,13.2,5,1
29,90,418.8,5,1
30,43,471.2,5,1
30,44,483.4,5,1
30,48,302.8,5,1
30,62,110.9,5,1
30,65,5.5,5,1
30,66,115.7,5,1
30,89,444.4,5,1
31,32,29.7,5,1
31,33,438.7,5,1
31,34,496.0,5,1
31,35,474.8,5,1
31,36,485.7,5,1
31,37,465.6,5,1
31,38,106.6,5,1
31,39,109.1,5,1
31,53,395.4,5,1
31,54,46.3,5,1
31,55,301.8,5,1
31,56,275.2,5,1
31,57,476.1,5,1
31,59,348.5,5,1
31,60,301.8,5,1
31,68,392.4,5,1
31,70,130.9,5,1
31,71,157.0,5,1
31,74,484.5,5,1
31,75,445.5,5,1
31,76,391.1,5,1
31,77,267.1,5,1
31,78,377.2,5,1
31,80,293.7,5,1
31,84,218.1,5,1
31,85,468.3,5,1
31,86,272.5,5,1
31,87,226.0,5,1
31,92,266.6,5,1
31,93,294.3,5,1
32,33,409.9,5,1
32,34,468.3,5,1
32,35,447.5,5,1
32,36,457.7,5,1
32,37,437.8,5,1
32,38,92.8,5,1
32,39,93.9,5,1
32,53,366.7,5,1
32,54,17.7,5,1
32,55,278.4,5,1
32,56,245.5,5,1
32,57,447.2,5,1
32,59,377.2,5,1
32,60,329.7,5,1
32,68,371.4,5,1
32,70,101.4,5,1
32,71,145.9,5,1
32,75,473.3,5,1
32,76,415.7,5,1
32,77,290.6,5,1
32,78,347.6,5,1
32,80,279.8,5,1
32,84,188.9,5,1
32,85,495.9,5,1
32,86,243.0,5,1
32,87,196.5,5,1
32,92,238.8,5,1
32,93,270.0,5,1
33,34,81.6,5,1
33,35,77.6,5,1
33,36,61.9,5,1
33,37,57.5,5,1
33,38,365.5,5,1
33,39,359.9,5,1
33,40,425.4,5,1
33,41,416.6,5,1
33,46,256.2,5,1
33,49,483.1,5,1
33,53,203.0,5,1
33,54,396.6,5,1
33,55,337.3,5,1
33,56,174.0,5,1
33,57,37.6,5,1
33,61,199.5,5,1
33,63,267.4,5,1
33,64,392.6,5,1
33,68,400.9,5,1
33,69,439.5,5,1
33,70,318.2,5,1
33,71,430.4,5,1
33,78,144.3,5,1
33,79,447.5,5,1
33,80,452.1,5,1
33,81,372.4,5,1
33,83,269.0,5,1
33,84,221.4,5,1
33,86,172.8,5,1
33,87,217.3,5,1
33,90,474.1,5,1
33,92,260.5,5,1
33,93,190.5,5,1
34,35,24.6,5,1
34,36,21.0,5,1
34,37,31.0,5,1
34,38,412.2,5,1
34,39,406.9,5,1
34,40,373.8,5,1
34,41,364.5,5,1
34,46,176.4,5,1
34,47,456.7,5,1
34,48,482.8,5,1
34,49,419.3,5,1
34,53,282.6,5,1
34,54,456.7,5,1
34,55,418.5,5,1
34,56,246.3,5,1
34,57,67.5,5,1
34,58,485.6,5,1
34,61,119.2,5,1
34,63,289.2,5,1
34,64,402.1,5,1
34,68,482.1,5,1
34,70,383.4,5,1
34,78,225.5,5,1
34,79,389.1,5,1
34,81,293.9,5,1
34,83,282.6,5,1
34,84,284.4,5,1
34,86,243.3,5,1
34,87,284.3,5,1
34,92,340.0,5,1
34,93,218.9,5,1
35,36,32.2,5,1
35,37,20.1,5,1
35,38,389.4,5,1
35,39,384.2,5,1
35,40,359.4,5,1
35,41,350.2,5,1
35,46,179.6,5,1
35,47,467.3,5,1
35,49,410.0,5,1
35,53,280.5,5,1
35,54,436.3,5,1
35,55,409.6,5,1
35,56,230.9,5,1
35,57,75.4,5,1
35,58,477.1,5,1
35,61,123.7,5,1
35,63,308.1,5,1
35,64,423.4,5,1
35,68,477.2,5,1
35,70,364.5,5,1
35,71,487.6,5,1
35,78,220.9,5,1
35,79,377.3,5,1
35,81,295.0,5,1
35,83,302.9,5,1
35,84,265.4,5,1
35,86,227.1,5,1
35,87,266.5,5,1
35,92,328.6,5,1
35,93,195.0,5,1
36,37,23.4,5,1
36,38,404.8,5,1
36,39,399.4,5,1
36,40,390.6,5,1
36,41,381.3,5,1
36,46,197.4,5,1
36,47,476.0,5,1
36,48,482.5,5,1
36,49,438.5,5,1
36,53,261.7,5,1
36,54,445.5,5,1
36,55,399.2,5,1
36,56,230.7,5,1
36,57,46.9,5,1
36,61,140.1,5,1
36,63,275.9,5,1
36,64,392.0,5,1
36,68,461.6,5,1
36,69,485.4,5,1
36,70,370.5,5,1
36,71,488.2,5,1
36,78,205.1,5,1
36,79,407.3,5,1
36,81,314.9,5,1
36,83,271.0,5,1
36,84,271.9,5,1
36,86,228.3,5,1
36,87,270.5,5,1
36,92,321.8,5,1
36,93,215.1,5,1
37,38,383.0,5,1
37,39,377.7,5,1
37,40,376.7,5,1
37,41,367.7,5,1
37,46,199.1,5,1
37,47,484.9,5,1
37,49,429.2,5,1
37,53,260.5,5,1
37,54,426.1,5,1
37,55,391.1,5,1
37,56,215.7,5,1
37,57,57.7,5,1
37,58,496.5,5,1
37,61,142.8,5,1
37,63,295.1,5,1
37,64,413.1,5,1
37,68,457.6,5,1
37,69,493.1,5,1
37,70,352.4,5,1
37,71,473.0,5,1
37,78,201.2,5,1
37,79,395.8,5,1
37,81,315.0,5,1
37,83,291.4,5,1
37,84,253.5,5,1
37,86,212.5,5,1
37,87,253.3,5,1
37,92,311.1,5,1
37,93,192.1,5,1
38,39,5.7,5,1
38,40,475.2,5,1
38,41,472.4,5,1
38,53,370.6,5,1
38,54,96.4,5,1
38,55,322.6,5,1
38,56,224.3,5,1
38,57,402.9,5,1
38,59,397.7,5,1
38,60,343.1,5,1
38,61,477.1,5,1
38,68,421.8,5,1
38,70,121.9,5,1
38,71,227.4,5,1
38,75,482.0,5,1
38,76,404.8,5,1
38,77,279.1,5,1
38,78,336.5,5,1
38,80,351.6,5,1
38,84,160.9,5,1
38,86,218.4,5,1
38,87,176.5,5,1
38,92,259.4,5,1
38,93,198.9,5,1
39,40,473.4,5,1
39,41,470.5,5,1
39,53,365.3,5,1
39,54,96.5,5,1
39,55,318.6,5,1
39,56,218.6,5,1
39,57,397.4,5,1
39,59,403.3,5,1
39,60,348.8,5,1
39,61,472.4,5,1
39,68,418.1,5,1
39,70,118.0,5,1
39,71,226.2,5,1
39,75,487.7,5,1
39,76,410.4,5,1
39,77,284.8,5,1
39,78,330.9,5,1
39,80,349.3,5,1
39,84,155.3,5,1
39,86,212.7,5,1
39,87,170.9,5,1
39,92,254.7,5,1
39,93,194.1,5,1
40,41,9.7,5,1
40,46,266.1,5,1
40,47,430.1,5,1
40,49,104.1,5,1
40,50,448.3,5,1
40,51,499.5,5,1
40,56,487.3,5,1
40,57,434.4,5,1
40,58,162.4,5,1
40,61,296.3,5,1
40,79,49.9,5,1
40,81,227.8,5,1
40,82,496.6,5,1
40,84,472.2,5,1
40,86,478.3,5,1
40,87,487.7,5,1
40,91,496.7,5,1
40,93,345.3,5,1
41,46,256.6,5,1
41,47,424.3,5,1
41,49,105.0,5,1
41,50,451.6,5,1
41,56,480.5,5,1
41,57,425.3,5,1
41,58,165.8,5,1
41,61,286.5,5,1
41,79,50.6,5,1
41,81,220.0,5,1
41,84,466.4,5,1
41,86,471.6,5,1
41,87,481.7,5,1
41,91,496.9,5,1
41,93,339.3,5,1
42,72,265.2,5,1
43,44,32.9,5,1
43,45,66.7,5,1
43,48,234.3,5,1
43,62,405.3,5,1
43,63,296.2,5,1
43,64,167.3,5,1
43,65,466.0,5,1
43,66,356.9,5,1
43,67,491.9,5,1
43,69,443.5,5,1
43,73,472.1,5,1
43,83,290.9,5,1
43,89,143.8,5,1
43,90,296.4,5,1
44,45,42.0,5,1
44,48,229.1,5,1
44,57,497.6,5,1
44,62,411.2,5,1
44,63,263.4,5,1
44,64,134.9,5,1
44,65,478.3,5,1
44,66,368.1,5,1
44,67,499.8,5,1
44,69,418.6,5,1
44,73,461.4,5,1
44,83,258.6,5,1
44,89,176.7,5,1
44,90,275.0,5,1
45,48,262.4,5,1
45,53,480.8,5,1
45,57,483.9,5,1
45,62,450.2,5,1
45,63,245.0,5,1
45,64,124.3,5,1
45,66,409.1,5,1
45,67,474.6,5,1
45,69,377.7,5,1
45,73,421.7,5,1
45,83,244.5,5,1
45,89,203.8,5,1
45,90,233.1,5,1
46,47,298.3,5,1
46,49,274.3,5,1
46,53,458.7,5,1
46,56,400.7,5,1
46,57,242.8,5,1
46,58,333.7,5,1
46,61,57.4,5,1
46,63,421.9,5,1
46,78,400.3,5,1
46,79,260.9,5,1
46,81,118.2,5,1
46,83,406.1,5,1
46,84,422.3,5,1
46,86,395.2,5,1
46,87,428.2,5,1
46,93,316.7,5,1
47,49,356.8,5,1
47,50,414.8,5,1
47,51,419.4,5,1
47,52,454.2,5,1
47,58,365.5,5,1
47,61,346.5,5,1
47,79,390.5,5,1
47,81,222.5,5,1
47,82,450.4,5,1
47,91,306.1,5,1
48,57,474.1,5,1
48,61,492.6,5,1
48,62,205.3,5,1
48,63,316.7,5,1
48,64,229.5,5,1
48,65,298.8,5,1
48,66,195.4,5,1
48,83,292.8,5,1
48,89,302.1,5,1
48,90,469.0,5,1
49,50,349.6,5,1
49,51,398.7,5,1
49,52,457.4,5,1
49,57,484.9,5,1
49,58,68.7,5,1
49,61,319.6,5,1
49,79,54.5,5,1
49,81,192.2,5,1
49,82,398.6,5,1
49,91,392.7,5,1
49,93,433.9,5,1
50,51,58.0,5,1
50,52,114.3,5,1
50,58,285.9,5,1
50,79,402.1,5,1
50,81,440.7,5,1
50,82,49.5,5,1
50,91,159.9,5,1
51,52,59.0,5,1
51,58,337.4,5,1
51,79,452.1,5,1
51,81,472.8,5,1
51,82,40.2,5,1
51,91,132.5,5,1
52,58,396.4,5,1
52,82,76.0,5,1
52,91,151.3,5,1
53,54,349.3,5,1
53,55,164.5,5,1
53,56,157.4,5,1
53,57,218.6,5,1
53,61,401.7,5,1
53,63,267.1,5,1
53,64,389.2,5,1
53,68,202.6,5,1
53,69,266.3,5,1
53,70,266.5,5,1
53,71,315.7,5,1
53,78,63.8,5,1
53,80,283.5,5,1
53,83,287.9,5,1
53,84,215.8,5,1
53,86,166.4,5,1
53,87,197.1,5,1
53,90,352.7,5,1
53,92,132.8,5,1
53,93,292.6,5,1
54,55,261.3,5,1
54,56,230.4,5,1
54,57,433.8,5,1
54,59,394.6,5,1
54,60,347.3,5,1
54,68,354.9,5,1
54,70,84.8,5,1
54,71,134.5,5,1
54,75,490.9,5,1
54,76,433.3,5,1
54,77,308.0,5,1
54,78,331.1,5,1
54,80,266.2,5,1
54,84,175.3,5,1
54,86,228.3,5,1
54,87,181.8,5,1
54,92,221.1,5,1
54,93,262.5,5,1
55,56,200.2,5,1
55,57,362.9,5,1
55,63,425.0,5,1
55,68,100.5,5,1
55,69,309.4,5,1
55,70,200.7,5,1
55,71,175.8,5,1
55,78,198.9,5,1
55,80,119.6,5,1
55,83,447.9,5,1
55,84,220.0,5,1
55,86,208.7,5,1
55,87,201.8,5,1
55,90,443.0,5,1
55,92,90.4,5,1
55,93,342.0,5,1
56,57,209.4,5,1
56,61,349.5,5,1
56,63,378.0,5,1
56,68,289.5,5,1
56,69,420.5,5,1
56,70,147.7,5,1
56,71,257.5,5,1
56,78,113.0,5,1
56,80,299.3,5,1
56,83,390.7,5,1
56,84,63.4,5,1
56,86,9.7,5,1
56,87,49.7,5,1
56,92,110.1,5,1
56,93,147.3,5,1
57,61,185.5,5,1
57,63,240.9,5,1
57,64,362.8,5,1
57,68,420.1,5,1
57,69,438.5,5,1
57,70,354.8,5,1
57,71,464.2,5,1
57,78,165.3,5,1
57,79,452.7,5,1
57,80,479.7,5,1
57,81,360.7,5,1
57,83,239.7,5,1
57,84,258.5,5,1
57,86,208.8,5,1
57,87,253.9,5,1
57,90,460.7,5,1
57,92,290.3,5,1
57,93,224.9,5,1
58,61,382.2,5,1
58,79,117.1,5,1
58,81,238.4,5,1
58,82,334.3,5,1
58,91,346.5,5,1
59,60,58.5,5,1
59,70,478.1,5,1
59,71,468.4,5,1
59,74,145.3,5,1
59,75,106.2,5,1
59,76,136.9,5,1
59,77,154.3,5,1
59,85,130.7,5,1
60,70,429.4,5,1
60,71,431.9,5,1
60,74,182.8,5,1
60,75,143.7,5,1
60,76,122.7,5,1
60,77,98.0,5,1
60,85,166.7,5,1
61,63,373.1,5,1
61,64,466.7,5,1
61,70,473.3,5,1
61,78,343.7,5,1
61,79,299.2,5,1
61,81,175.4,5,1
61,83,359.3,5,1
61,84,375.6,5,1
61,86,344.6,5,1
61,87,380.0,5,1
61,92,451.0,5,1
61,93,278.7,5,1
62,64,434.6,5,1
62,65,108.8,5,1
62,66,78.1,5,1
62,83,490.7,5,1
62,89,411.2,5,1
63,64,130.3,5,1
63,68,426.3,5,1
63,69,308.9,5,1
63,73,481.7,5,1
63,78,271.4,5,1
63,83,28.5,5,1
63,84,440.8,5,1
63,86,383.1,5,1
63,87,427.5,5,1
63,89,439.7,5,1
63,90,257.5,5,1
63,92,397.8,5,1
63,93,453.4,5,1
64,66,414.3,5,1
64,69,356.5,5,1
64,73,468.6,5,1
64,78,400.0,5,1
64,83,123.6,5,1
64,89,310.1,5,1
64,90,247.0,5,1
65,66,110.8,5,1
65,89,438.8,5,1
66,83,488.1,5,1
66,89,343.4,5,1
67,69,488.1,5,1
67,73,274.2,5,1
67,89,482.2,5,1
67,90,403.9,5,1
68,69,237.7,5,1
68,70,300.1,5,1
68,71,249.6,5,1
68,73,437.2,5,1
68,78,256.6,5,1
68,80,136.2,5,1
68,83,452.5,5,1
68,84,317.5,5,1
68,86,298.8,5,1
68,87,298.6,5,1
68,90,385.4,5,1
68,92,184.6,5,1
68,93,435.5,5,1
69,70,496.2,5,1
69,71,481.2,5,1
69,73,236.2,5,1
69,78,326.3,5,1
69,80,373.3,5,1
69,83,337.0,5,1
69,84,473.1,5,1
69,86,430.0,5,1
69,87,453.3,5,1
69,90,154.6,5,1
69,92,354.8,5,1
70,71,139.7,5,1
70,77,382.6,5,1
70,78,246.3,5,1
70,80,240.9,5,1
70,84,99.1,5,1
70,86,146.6,5,1
70,87,100.9,5,1
70,92,142.9,5,1
70,93,210.1,5,1
71,77,416.1,5,1
71,78,323.2,5,1
71,80,137.3,5,1
71,84,229.0,5,1
71,86,260.5,5,1
71,87,222.9,5,1
71,92,186.8,5,1
71,93,348.9,5,1
73,90,227.0,5,1
74,75,39.6,5,1
74,76,136.8,5,1
74,77,244.0,5,1
74,85,16.4,5,1
75,76,115.5,5,1
75,77,210.2,5,1
75,85,24.5,5,1
76,77,126.6,5,1
76,85,123.3,5,1
77,84,440.0,5,1
77,85,227.9,5,1
77,86,497.4,5,1
77,87,455.3,5,1
77,93,450.3,5,1
78,80,317.4,5,1
78,83,287.2,5,1
78,84,176.0,5,1
78,86,120.2,5,1
78,87,160.0,5,1
78,90,399.4,5,1
78,92,137.4,5,1
78,93,234.2,5,1
79,81,201.2,5,1
79,82,450.8,5,1
79,91,446.8,5,1
79,93,384.6,5,1
80,84,299.4,5,1
80,86,306.3,5,1
80,87,285.4,5,1
80,92,193.4,5,1
80,93,427.0,5,1
81,82,488.4,5,1
81,91,409.7,5,1
81,93,403.6,5,1
82,91,171.6,5,1
83,84,452.8,5,1
83,86,395.2,5,1
83,87,440.4,5,1
83,89,433.3,5,1
83,90,280.2,5,1
83,92,416.9,5,1
83,93,457.7,5,1
84,86,57.7,5,1
84,87,20.1,5,1
84,92,133.3,5,1
84,93,127.6,5,1
86,87,46.5,5,1
86,92,118.4,5,1
86,93,137.8,5,1
87,92,114.0,5,1
87,93,142.5,5,1
89,90,408.0,5,1
90,92,468.7,5,1
92,93,252.1,5,1
